Cod_Concessionaria,Cod_Filial,Nome_da_Concessionaria,Nome_da_Filial,Marca_da_Filial,Valor_da_Peca_em_Estoque,Quantidade_da_Peca_em_Estoque,Descricao_da_Peca,Categoria_da_Peca,Data_de_Ultima_Venda_da_Peca,Data_da_Ultima_Entrada_no_Estoque_da_Peca,Peca_Esta_Obsoleta,Quanto_Tempo_a_Peca_Esta_Obsoleta,Nome_da_Marca_da_Peca,Codigo_da_Peca_no_Estoque
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,3584.31,1,"CHICOTE, CACAMBA",PECAS ORIGINAIS,2000-01-01,2022-09-13,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-99690
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,232.13,9,"LIMPADOR, SPRAY SISTEMA A/C -",PECAS ORIGINAIS,2024-10-25,2024-09-27,False,0,MITSUBISHI,1-1-168712
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,32.13,1,"CALOTA, CENTRAL RODA",PECAS ORIGINAIS,2000-01-01,2021-06-28,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-23333
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,39.32,1,"OLEO, TRANSMISSAO AUTOMATICA",PECAS ORIGINAIS,2024-05-24,2024-03-19,False,0,MITSUBISHI,1-1-3763
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,66.3,2,"LAMPADA, H1 55W 12V",PECAS ORIGINAIS,2022-02-10,2021-12-04,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-29690
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,938.87,110,"JUNTA, VEDACAO DRENO OLEO MOTO",PECAS ORIGINAIS,2024-10-29,2024-06-21,False,0,MITSUBISHI,1-1-120064
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,25.62,4,"PARAFUSO, C/ARRUELA MONTADA -",PECAS ORIGINAIS,2024-10-25,2023-07-17,False,0,MITSUBISHI,1-1-102735
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,291.95,1,CORREIAS KIT,PECAS ORIGINAIS,2024-10-11,2024-09-24,False,0,MITSUBISHI,1-1-112473
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,234.73,1,"CORREIAS CJ, I",PECAS ORIGINAIS,2000-01-01,2022-06-27,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-118333
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,43.64,1,"REGUA, PARACHOQUE LATERAL TRAS",PECAS ORIGINAIS,2022-07-01,2022-06-03,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-25489
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,702.71,19,"LIMPADOR, SPRAY SISTEMA A/C -",PECAS ORIGINAIS,2024-10-09,2024-08-24,False,0,MITSUBISHI,1-1-43553
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,153.91,2,"PALHETAS KIT, LIMPADOR PARABRI",PECAS ORIGINAIS,2024-10-30,2024-08-29,False,0,MITSUBISHI,1-1-18060
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,306.23,7,"PALHETA, LIMPADOR PARABRISA",PECAS ORIGINAIS,2024-10-30,2024-10-08,False,0,MITSUBISHI,1-1-109461
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,149.11,1,"BRACO CJ, SUSPENSAO TRAS, SUP",PECAS ORIGINAIS,2022-10-28,2022-11-10,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-77527
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,905.92,2,"ASSENTO, MOLA SUSP DIANT, SUP",PECAS ORIGINAIS,2024-03-05,2024-05-21,True,6 MESES A 1 ANO,MITSUBISHI,1-1-6076
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,14.86,1,"LIVRETE, BORDO - L200 TRITON S",PECAS ORIGINAIS,2022-07-11,2024-02-09,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-120310
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,210.87,3,"SUPORTE, PARACHOQUE DIANT, LD",PECAS ORIGINAIS,2024-02-22,2024-03-01,True,6 MESES A 1 ANO,MITSUBISHI,1-1-114659
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,193.62,2,"ELEMENTO, FILTRO AR",PECAS ORIGINAIS,2023-06-21,2023-07-05,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-109445
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,185.39,1,"RETENTOR, EIXO VALVULAS",PECAS ORIGINAIS,2021-11-25,2022-01-06,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-713
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,431.2,1,"LANTERNA CJ, LUZES COMBINADAS,",PECAS ORIGINAIS,2023-04-26,2024-06-17,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-109120
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,158.94,2,"BUCHA, FREIO DIANT",PECAS ORIGINAIS,2024-06-18,2024-06-06,False,0,MITSUBISHI,1-1-53959
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,355.86,1,"FRISOS CJ, PORTAS - U28",PECAS ORIGINAIS,2024-08-02,2024-07-30,False,0,MITSUBISHI,1-1-165427
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,698.01,1,"DISCO, FREIO DIANT",PECAS ORIGINAIS,2022-11-16,2024-09-24,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-7409
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1816.74,2,"PROTETOR CJ, CARTER OLEO MOTOR",PECAS ORIGINAIS,2023-01-06,2023-01-04,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-75485
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,18.64,2,"PARAFUSO, C/FLANGE - 8X20",PECAS ORIGINAIS,2023-10-10,2024-01-19,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-73286
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,0.01,1,"ADESIVO, CANALETA PORTA TRAS,",PECAS ORIGINAIS,2022-04-26,2024-02-27,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-6502
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1634.09,1,"LAMINA, PARACHOQUE TRAS",PECAS ORIGINAIS,2024-06-14,2024-06-07,False,0,MITSUBISHI,1-1-109734
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,562.93,1,"AMORTECEDOR, SUSPENSAO TRAS",PECAS ORIGINAIS,2024-04-22,2024-03-27,True,6 MESES A 1 ANO,MITSUBISHI,1-1-117216
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,131.02,1,"SUPORTE, PARACHOQUE DIANT, LE",PECAS ORIGINAIS,2024-07-30,2024-06-11,False,0,MITSUBISHI,1-1-12495
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,363.29,10,"LAMPADA, LUZ FREIO - 12V-21W",PECAS ORIGINAIS,2000-01-01,2021-05-31,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-30215
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,780.44,1,"VALVULA CJ, SOLENOIDE EMISSOES",PECAS ORIGINAIS,2024-10-18,2024-06-11,False,0,MITSUBISHI,1-1-20400
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1001.07,2,"ABSORVEDOR, IMPACTO",PECAS ORIGINAIS,2024-02-26,2024-03-30,True,6 MESES A 1 ANO,MITSUBISHI,1-1-25481
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,3423.65,4,JUMELO COMFORT CJ,PECAS ORIGINAIS,2024-10-18,2024-10-23,False,0,MITSUBISHI,1-1-167339
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,179.74,1,"CAPA, PEDAL FREIO",PECAS ORIGINAIS,2023-12-13,2023-12-13,True,6 MESES A 1 ANO,MITSUBISHI,1-1-115341
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,3122.03,2,"AJUSTADOR, TRILHO DESLIZANTE B",PECAS ORIGINAIS,2024-07-02,2024-06-13,False,0,MITSUBISHI,1-1-13546
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,66.29,1,"RETENTOR, EIXO SAIDA DIANT.",PECAS ORIGINAIS,2024-10-08,2022-10-21,False,0,MITSUBISHI,1-1-67847
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,8824.73,45,"FILTRO, AR MOTOR - 4N15",PECAS ORIGINAIS,2024-10-30,2024-10-25,False,0,MITSUBISHI,1-1-110010
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,997.03,19,"LAMPADA, LANTERNA TRAS - 12V-2",PECAS ORIGINAIS,2024-08-29,2022-11-18,False,0,MITSUBISHI,1-1-30221
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,178.78,1,"JUNTA, ENTRADA AR TQ.COMBUSTIV",PECAS ORIGINAIS,2000-01-01,2024-10-23,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-91306
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,0.01,1,"PORCA, C/FLANGE - 14",PECAS ORIGINAIS,2022-05-23,2024-02-27,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-104698
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,35.91,1,"JUNTA, VEDACAO VALVULA CONTROL",PECAS ORIGINAIS,2024-09-25,2024-10-25,False,0,MITSUBISHI,1-1-548
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,433.11,1,"RESERVATORIO, LAVADOR PARABRIS",PECAS ORIGINAIS,2000-01-01,2022-08-18,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-110324
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,228.85,3,"JUNTA, INJETOR COMB",PECAS ORIGINAIS,2024-10-11,2024-04-05,False,0,MITSUBISHI,1-1-20604
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,34.82,1,"LAMPADA, FAROL",PECAS ORIGINAIS,2022-07-25,2021-05-31,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-97506
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,87.52,3,PINO - 10X27,PECAS ORIGINAIS,2021-06-16,2024-07-25,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-2287
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,809.68,1,"JUNTA, CABECOTE MOTOR",PECAS ORIGINAIS,2024-09-09,2024-10-08,False,0,MITSUBISHI,1-1-66671
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,274.08,10,"OLEO, ENGRENAGEM - API GL- 5 S",PECAS ORIGINAIS,2024-08-19,2024-05-10,False,0,MITSUBISHI,1-1-114993
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1923.8,1,"ESTRIBO CJ, LATERAL",ACESSORIOS ORIGINAIS,2022-06-24,2022-03-15,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-120854
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,265.06,1,"COXIM, TRASEIRO MOTOR",PECAS ORIGINAIS,2000-01-01,2021-10-06,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-102007
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,17.78,5,RELE,PECAS ORIGINAIS,2022-04-04,2022-05-09,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-98084
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,153.59,2,"SUPORTE, PARACHOQUE DIANT, LE",PECAS ORIGINAIS,2024-06-21,2024-07-18,False,0,MITSUBISHI,1-1-114658
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,492.89,1,"FRISO CJ, CAIXA RODA, DIANT LD",PECAS ORIGINAIS,2024-08-26,2024-08-22,False,0,MITSUBISHI,1-1-15278
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,640.59,6,"CORREIA, ALTERNADOR - 2X955MM",PECAS ORIGINAIS,2024-10-22,2024-09-11,False,0,MITSUBISHI,1-1-113581
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1740.97,1,"TRAVESSA, CHASSI, DIANT",PECAS ORIGINAIS,2000-01-01,2023-11-16,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-108276
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,217.79,1,"SPLASH SHIELD, DIANTEIRO LD",PECAS ORIGINAIS,2023-03-16,2023-03-10,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-24572
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,608.06,2,"ECU, RELOGIO E ALARME",PECAS ORIGINAIS,2024-07-30,2024-08-30,False,0,MITSUBISHI,1-1-165823
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,699.04,1,"FRISOS CJ, PORTAS - A08",PECAS ORIGINAIS,2024-08-28,2024-10-02,False,0,MITSUBISHI,1-1-112742
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1005.43,1,"PROTETOR, TRANSMISSAO",PECAS ORIGINAIS,2023-11-06,2024-05-23,True,6 MESES A 1 ANO,MITSUBISHI,1-1-166528
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,468.68,1,"AUTOMATIZADOR CJ, SUBIDA VIDRO",PECAS ORIGINAIS,2024-10-17,2024-10-25,False,0,MITSUBISHI,1-1-116413
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1676.11,1,"FEIXE MOLAS CJ, SUSPENSAO TRAS",PECAS ORIGINAIS,2024-10-23,2024-10-25,False,0,MITSUBISHI,1-1-117217
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,134.47,10,BATERIA CR2032,PECAS NAO ORIGINAIS,2024-10-23,2024-10-17,False,0,MITSUBISHI,1-1-119159
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,60.55,1,"TAMPA, CUBO RODA DIANT",PECAS ORIGINAIS,2000-01-01,2022-05-23,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-84931
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,742.8,1,"PAINEL, SUPORTE FAROL, INF",PECAS ORIGINAIS,2023-10-20,2023-09-01,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-103656
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,258.52,1,"ELEMENTO, FILTRO AR",PECAS ORIGINAIS,2000-01-01,2023-08-16,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-67467
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,175.89,2,"FILTRO, OLEO",PECAS ORIGINAIS,2023-09-08,2024-07-24,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-162137
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,5215.98,2,"COMPRESSOR E EMBREAGEM CJ, AR",PECAS ORIGINAIS,2024-05-23,2024-05-23,False,0,MITSUBISHI,1-1-98907
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,326.43,1,"EIXO BALANCEADOR, LD SEMINOVO",PECAS ORIGINAIS,2000-01-01,2022-06-23,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-65063
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,983.65,30,"LAMPADA, LANTERNA DIANT - 12V-",PECAS ORIGINAIS,2000-01-01,2023-10-03,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-30230
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,545.13,1,"AUTOMATIZADOR CJ, SUBIDA VIDRO",PECAS ORIGINAIS,2021-09-28,2021-08-26,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-113632
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1320.96,1,"SENSOR, FREIO ABS DIANT, LE",PECAS ORIGINAIS,2022-06-30,2022-12-30,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-7140
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,22.11,1,"MANGUEIRA, RADIADOR AGUA MOTOR",PECAS ORIGINAIS,2000-01-01,2021-11-19,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-120506
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1212.93,1,"SAPATA CJ, FREIO TRAS",PECAS ORIGINAIS,2024-05-29,2024-10-25,False,0,MITSUBISHI,1-1-164412
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,124.7,2,"PALHETA CJ, LIMPADOR PARABRISA",PECAS ORIGINAIS,2023-12-15,2022-07-05,True,6 MESES A 1 ANO,MITSUBISHI,1-1-105489
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,2.76,2,"REBITE POP, PRETO - 4X18MM",PECAS ORIGINAIS,2000-01-01,2022-01-04,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-33478
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,160.11,1,"RETENTOR, EIXO SAIDA TRAS CX/T",PECAS ORIGINAIS,2024-09-18,2024-09-11,False,0,MITSUBISHI,1-1-68521
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,23.72,1,"PORCA, RODA PLANA",PECAS ORIGINAIS,2024-05-23,2023-01-31,False,0,MITSUBISHI,1-1-23059
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,85.17,2,"ELEMENTO FILTRANTE, FILTRO AR",PECAS ORIGINAIS,2022-11-29,2024-02-27,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-148024
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,44.29,1,"EXTRATOR, AR PARA LAMA LD",PECAS ORIGINAIS,2022-02-24,2022-02-19,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-24963
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,922.68,1,"LANTERNA CJ, LUZES COMBINADAS,",PECAS ORIGINAIS,2024-10-23,2024-10-18,False,0,MITSUBISHI,1-1-19083
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,339.45,1,"SENSOR KIT, ESTACIONAMENTO TRA",PECAS ORIGINAIS,2023-03-24,2024-08-27,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-166222
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,296.09,1,"JUNTA, ENTRADA AR TQ.COMBUSTIV",PECAS ORIGINAIS,2000-01-01,2024-10-24,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-91305
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,66.37,1,"PALHETAS KIT, LIMPADOR PARABRI",PECAS ORIGINAIS,2024-09-12,2023-10-27,False,0,MITSUBISHI,1-1-18126
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,898.41,1,"CARREGADOR, VEICULAR POR INDUC",PECAS ORIGINAIS,2000-01-01,2024-04-27,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-166589
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,2772.72,8,"PASTILHAS JG, FREIO TRAS",PECAS ORIGINAIS,2024-10-03,2024-07-03,False,0,MITSUBISHI,1-1-23958
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,263.27,1,"LIMITADOR, CURSO PORTA DIANT",PECAS ORIGINAIS,2023-09-19,2023-09-20,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-108589
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,0.01,1,FILTRO DE AR MOTOR 4B11,PECAS ORIGINAIS,2024-10-23,2024-02-27,False,0,MITSUBISHI,1-1-98418
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,879.59,1,"FECHADURA, PORTA TRAS LE",PECAS ORIGINAIS,2000-01-01,2024-05-21,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-10835
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1219.28,1,"MOLDURA CJ, CAIXA RODA TRASEIR",PECAS ORIGINAIS,2022-08-19,2022-08-12,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-114246
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,3712.6,52,"FILTRO, OLEO LUBRIFICANTE MOTO",PECAS ORIGINAIS,2024-10-30,2024-10-25,False,0,MITSUBISHI,1-1-167559
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1392.1,2,"AMORTECEDOR, SUSPENSAO TRAS",PECAS ORIGINAIS,2000-01-01,2023-10-27,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-166231
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1444.82,5,"PASTILHA CJ, FREIO DIANT",PECAS ORIGINAIS,2024-10-30,2024-10-23,False,0,MITSUBISHI,1-1-114742
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1791.44,2,"AMORTECEDOR CJ, SUSPENSAO DIAN",PECAS ORIGINAIS,2024-03-28,2024-10-25,True,6 MESES A 1 ANO,MITSUBISHI,1-1-115519
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,45.07,1,"GUARDA PO, CAIXA RODA TRAS LE",PECAS ORIGINAIS,2000-01-01,2022-08-12,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-26986
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,480.14,1,"COBERTURA, PAINEL SUP SUPORTE",PECAS ORIGINAIS,2000-01-01,2022-04-26,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-15819
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,35.79,1,"COBERTURA, ACABAMENTO SAPATA D",PECAS ORIGINAIS,2022-09-23,2024-07-24,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-109832
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1331.27,1,"PROTETOR CJ, CACAMBA",PECAS ORIGINAIS,2024-09-03,2024-04-24,False,0,MITSUBISHI,1-1-102177
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,418.32,1,"DISCO, FREIO DIANT",PECAS ORIGINAIS,2000-01-01,2024-10-25,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-7406
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,234.16,1,"PASTILHA CJ, FREIO DIANT",PECAS ORIGINAIS,2024-09-06,2024-06-11,False,0,MITSUBISHI,1-1-114740
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1401.98,1,"CAPOTA, MARITIMA CACAMBA",PECAS ORIGINAIS,2024-08-07,2024-05-23,False,0,MITSUBISHI,1-1-101445
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,98.04,1,"JUNTA, VEDACAO TUBULACAO ESCAP",PECAS ORIGINAIS,2024-10-18,2024-01-29,False,0,MITSUBISHI,1-1-90740
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1863.19,1,"COLUNA CJ, DIRECAO",PECAS ORIGINAIS,2021-12-17,2022-03-22,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-6823
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1178.85,44,"OLEO, ENGRENAGEM - API GL- 5 S",PECAS ORIGINAIS,2024-10-22,2024-06-03,False,0,MITSUBISHI,1-1-167646
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,819.1,3,"VELAS CJ, IGNICAO",PECAS ORIGINAIS,2024-09-26,2024-10-18,False,0,MITSUBISHI,1-1-115525
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,66.24,3,"PALHETA, LIMPADOR VIDRO TRAS",PECAS ORIGINAIS,2023-12-15,2022-01-06,True,6 MESES A 1 ANO,MITSUBISHI,1-1-105490
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1078.94,2,"AMORTECEDOR CJ, SUSPENSAO DIAN",PECAS ORIGINAIS,2023-02-02,2024-10-25,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-32362
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1373.42,1,"ENGATE CJ, TRASEIRO",PECAS ORIGINAIS,2024-10-18,2024-10-25,False,0,MITSUBISHI,1-1-116414
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,449.53,14,"FILTRO, OLEO MOTOR - 2.5L",PECAS ORIGINAIS,2024-10-23,2024-05-14,False,0,MITSUBISHI,1-1-105478
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,0.01,1,"ALAVANCA, AJUSTADOR ALTURA BAN",PECAS ORIGINAIS,2022-07-19,2022-07-15,True,2 ANOS A 3 ANOS,MITSUBISHI,1-1-28748
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,414.37,20,"LUBRIFICANTE, MOBILUBE HD 80W-",PECAS ORIGINAIS,2024-09-12,2024-09-12,False,0,MITSUBISHI,1-1-137707
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,443.96,1,"PARABARRO, RODA DIANT LE",PECAS ORIGINAIS,2000-01-01,2023-02-06,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-73993
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,0.01,1,"FILTRO, OLEO LUBRIFICANTE MOTOR",PECAS ORIGINAIS,2023-05-12,2024-02-27,True,1 ANO A 2 ANOS,MITSUBISHI,1-1-166207
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,105.37,2,"VELA, IGNICAO",PECAS ORIGINAIS,2000-01-01,2024-03-12,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-135146
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,43.49,1,"CORREIA, DIRECAO HIDR - 920MM",PECAS ORIGINAIS,2024-10-22,2024-03-21,False,0,MITSUBISHI,1-1-113584
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,204.47,2,"BUCHA, BARRA ESTAB SUSP TRAS",PECAS ORIGINAIS,2024-05-15,2024-05-20,False,0,MITSUBISHI,1-1-6393
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,1333.78,2,"FRISOS CJ, PORTAS - W57",PECAS ORIGINAIS,2024-07-10,2024-06-27,False,0,MITSUBISHI,1-1-112759
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,17.72,2,"PRESILHA, FIXACAO",PECAS ORIGINAIS,2000-01-01,2023-10-27,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-93232
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,211.56,1,"PAINEL, ENTRADA AR CARROCERIA",PECAS ORIGINAIS,2024-08-09,2024-09-16,False,0,MITSUBISHI,1-1-68759
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,94.08,1,"TENSIONADOR, CORREIA EIXO BALA",PECAS ORIGINAIS,2021-07-05,2022-07-11,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-109469
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,2185.86,3,"VELAS CJ, IGNICAO I",PECAS ORIGINAIS,2024-07-06,2024-09-03,False,0,MITSUBISHI,1-1-118329
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,206.62,1,"FILTRO, OLEO CORPO VALVULAS T/",PECAS ORIGINAIS,2024-10-01,2023-01-09,False,0,MITSUBISHI,1-1-113609
0,0-1-1,CCM,CCM AUTOS 1,MITSUBISHI,356.09,2,"BATENTE, LIMITADOR SUSP TRAS",PECAS ORIGINAIS,2000-01-01,2023-09-15,True,MAIS DE 3 ANOS,MITSUBISHI,1-1-28395
